The Logical Song
The Logical Song - Remastered 2010	Supertramp	Breakfast In America (Deluxe Edition)	spotify:track:6mHOcVtsHLMuesJkswc0GZ
Missing You	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:6r5eQSkDYxXV5o4aOHiGxz
Don't Think Lover	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:4KpnRLjQSWAQbHiysIdfqc
To Fix the Gash in Your Head	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:3iTEYeYv1zUc3H9Uoeldp8
The Falling Sun	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:44JNY2SRAtoZJOj8R4TgtH
Another Step Away	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:7dBrtQhB1608hyME1768yG
Breathe	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:6jka3HesKacbUaWJXig6FG
I Know I'll See You	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:0Rv8PYeNvrgikGXTJGGgzv
She Dies	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:5JvnX0DGhb4N9YVM3EL0Kt
My Weakness	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:0JpA2IbwC7rvt74E6Zb2u9
Ocean	A Place To Bury Strangers	A Place to Bury Strangers	spotify:track:4aJtun2GlBAgIFWjD0cSkq
Too Soon	The Radio Dept.	Lesser Matters	spotify:track:2lbxVgRdGVVqp82c1PtQkM
Where Damage Isn't Already Done	The Radio Dept.	Lesser Matters	spotify:track:0K32TGPP1Fj7YGPgw7pmgA
Keen on Boys	The Radio Dept.	Lesser Matters	spotify:track:0W0yCV0lijjYdyt4fs1DdH
Why Won't You Talk About It	The Radio Dept.	Lesser Matters	spotify:track:3hYJBGfILiHac6fohFR0ps
It's Been Eight Years	The Radio Dept.	Lesser Matters	spotify:track:0kkvBRXkyGvWlMeW4Bpipm
Bus	The Radio Dept.	Lesser Matters	spotify:track:6amfZoZwnLrcVamOOKDQDO
Slottet #2	The Radio Dept.	Lesser Matters	spotify:track:71qOWCP4mL5JSnhZEjNS3L
1995	The Radio Dept.	Lesser Matters	spotify:track:2AvRQCQ9NtOFes1jQM00SC
Against the Tide	The Radio Dept.	Lesser Matters	spotify:track:7wVyuJtCrxqoltyyyWfANl
Strange Things Will Happen	The Radio Dept.	Lesser Matters	spotify:track:6rbTHxFbBn5JjNw2aYffop
Your Father	The Radio Dept.	Lesser Matters	spotify:track:6TbfMFOx0RqEu24qfgZsxL
Ewan	The Radio Dept.	Lesser Matters	spotify:track:5x84ouFIA6tLS5DHti4iDD
Lost and Found	The Radio Dept.	Lesser Matters	spotify:track:4jHKUvystxaILtas0Jowca
You Know It's True	Spiritualized	Lazer Guided Melodies	spotify:track:26MwkxhOPFY9Qhr3xfwAVn
If I Were With Her Now	Spiritualized	Lazer Guided Melodies	spotify:track:7gDSPI26VsOIgcXKRc8V3C
I Want You	Spiritualized	Lazer Guided Melodies	spotify:track:30V8jILgWHdSPwajNUSGZb
Run	Spiritualized	Lazer Guided Melodies	spotify:track:5J7n40DXS04LEdnHdl1Fvg
Smiles	Spiritualized	Lazer Guided Melodies	spotify:track:3DowhSdFf46boTqXR4XD9P
Step Into the Breeze	Spiritualized	Lazer Guided Melodies	spotify:track:1enxcVkpdjGPcqnF8DAp6Y
Symphony Space	Spiritualized	Lazer Guided Melodies	spotify:track:5UMTiqwSUzQLEKpnbPf4Yb
Take Your Time	Spiritualized	Lazer Guided Melodies	spotify:track:5ZmTefWEhgHdZUlSYTyeXz
Shine a Light	Spiritualized	Lazer Guided Melodies	spotify:track:4PoTRZnQhOMJM9VMIS2pVh
Angel Sigh	Spiritualized	Lazer Guided Melodies	spotify:track:0VQhjFnHVICUnlG9RSWsh3
Sway	Spiritualized	Lazer Guided Melodies	spotify:track:5l9K6iRM2wfqPATjO3N0qQ
200 Bars	Spiritualized	Lazer Guided Melodies	spotify:track:2MldNla4TVFEhf5TVefGdG
Forever	Leave the Planet	Nowhere	spotify:track:7zTkKCqiFMqXfBKcmlMDgQ
Sirius B	Leave the Planet	Nowhere	spotify:track:277WLRpqPWweqN7AdIniiC
White Astra	Leave the Planet	Nowhere	spotify:track:1vrfDQ8g8I3PVbKgUGhk7U
Surrender	Leave the Planet	Nowhere	spotify:track:3tReSRWbwfsW9IG6Mbh9rH
Seashore	Leave the Planet	Nowhere	spotify:track:6st6yP7fY6mcF9gTRZdvwb
Desert Son	Leave the Planet	Nowhere	spotify:track:2PaIdVLUvoetIBE4J4vPbY
Heaven	LSD and the Search for God	Heaven Is a Place	spotify:track:1La3oTBpUJztVxuwiPnjjj
(I Don't Think That We Should) Take It Slow	LSD and the Search for God	Heaven Is a Place	spotify:track:1LFeDBh2XrZkMsaqj8Wvic
Outer Space (Long Way Home)	LSD and the Search for God	Heaven Is a Place	spotify:track:5ZPYl1m0Pxa1inezlk0vEx
Elizabeth	LSD and the Search for God	Heaven Is a Place	spotify:track:6TPu8KKaBlzvmZslmjJXzR
Without You	LSD and the Search for God	Heaven Is a Place	spotify:track:2iSwDr3uBmoDCvkpwSqcZf
Into the Deep Time (One Sun)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:0lw2mLzNcwftfTvDojdySG
White Seal (Shell & Spine)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:6XlfaXvDM55hr5wctH2mNd
Fell in Love (At the Water)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:7qgVP1RmTu8Kg3MGsIl87D
Pangaea Girls (Magic Feeling)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:49DmTlbizOa1VTQRqVAuWJ
New Forest (Five Heads of the Sun)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:1igCqwHc4LMwLh7JI53Zx8
Transitional Bird (Clever Girl)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:42UEtDZUSpcCOWtmdBPccJ
Charade (Fern Prairie)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:4TZCgYaoOkM4lJf26BVK8D
Fallen Tree Bridge (Brave Rainbow Rider)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:3GSfVEFVJCTvtxF0UUzdIr
Birth of the Flower (Seagreen)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:0MjmarACqIH451S26Wfpuw
Illusion (Fern Lake)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:74ctB0ufdAY69TDN9J18V9
Night Ela (Mystic Thing)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:2w2WdQb59ERxKh25nFjyAx
Where I Found You (One Star)	Candy Claws	Ceres & Calypso in the Deep Time	spotify:track:1o3amYz7RPk7OpVLbarVcQ
Drag	Bethany Curve	Gold	spotify:track:4g9PMHhRKsP9xjgrgq047b
Temporary	Bethany Curve	Gold	spotify:track:5nVOYerVFur57q3TQctHQe
Carnyval Sweet	Bethany Curve	Gold	spotify:track:7HM5xdGirYfNAV64qRtrhM
Fold In The Floor	Bethany Curve	Gold	spotify:track:6h8wlj5xF97Ur9gGXeNOPT
Fourteen	Bethany Curve	Gold	spotify:track:1TBSk75p6FilkkIuNk2jTI
Pool And The Shine	Bethany Curve	Gold	spotify:track:2FOLKk63MKddc9GB4Oh8P7
Strength	Bethany Curve	Gold	spotify:track:4myQzqB7OF0xOutPTuQ873
Cygnus X-1	Bethany Curve	Gold	spotify:track:6M2uBzYyTFtjLBNuzyXQF6
Movement	Bethany Curve	Gold	spotify:track:5GhFos8m6czkCIMUOV27UV
Marasmus	Bethany Curve	Gold	spotify:track:1sjbaXwQJKOMjzaPNasHji
sugaredglowing	Lovesliescrushing	bloweyelashwish	spotify:track:5Rs6mLmuT6af3Wqm59gqQp
glimmer	Lovesliescrushing	bloweyelashwish	spotify:track:0LuYnocf8k20r1Dpt9aokj
youreyesimmaculate	Lovesliescrushing	bloweyelashwish	spotify:track:6AAHrly84tTY3hVufCByxr
crushing	Lovesliescrushing	bloweyelashwish	spotify:track:6TJhhn5pa0w7uQiFYPirMy
bloweyelashwish	Lovesliescrushing	bloweyelashwish	spotify:track:7FI91v4tXCD1zurC2Y8B76
precious	Lovesliescrushing	bloweyelashwish	spotify:track:26XXxy2E6RueNKEu46j1GT
darkglassdloieyes	Lovesliescrushing	bloweyelashwish	spotify:track:2Orav0S8nebr4aOgbKXXjy
finger	Lovesliescrushing	bloweyelashwish	spotify:track:0KoglPn1GVd8kD3ghndUmU
halo	Lovesliescrushing	bloweyelashwish	spotify:track:2xfy66cc1pwdNRGAb1J6L9
Valerian (her voice honeyed)	Lovesliescrushing	xuvetyn	spotify:track:2kMIvpGaR9R029KX6CTIci
Aquan 1	Lovesliescrushing	xuvetyn	spotify:track:2lbWL5p5WwAND8NqHWuDSa
Mandragora Louvareen	Lovesliescrushing	xuvetyn	spotify:track:5DikJZ9nKDXiVDj6NbsQ69
Staticburst	Lovesliescrushing	xuvetyn	spotify:track:6rDHR8eUJIDg1N4Vi8Y7Wc
Xarella Almandyne	Lovesliescrushing	xuvetyn	spotify:track:7aLL8FU7nqe7rdmAbzED9j
Milkysoft	Lovesliescrushing	xuvetyn	spotify:track:2EZI8bQOdwMR1klFjwcbAI
Blooded and Blossom-blown	Lovesliescrushing	xuvetyn	spotify:track:15x9WXAz8YHrGfibgsirdN
Hum Vibralux	Lovesliescrushing	xuvetyn	spotify:track:4gtMsSxNUboJRj8wkYVc6d
Virgin Blue-eyed	Lovesliescrushing	xuvetyn	spotify:track:7A09SRoM8ErwxjIWmRxcIo
Seesaw	Lovesliescrushing	xuvetyn	spotify:track:75fNJrT5bhYUeMELTrHD8G
Flowered Smother	Lovesliescrushing	xuvetyn	spotify:track:2wDReD0jwzW0hWNjmClz7B
Monar	Lovesliescrushing	xuvetyn	spotify:track:5Y8Ww8EMRVBgwUhLw5vvZr
Silver (fairy threaded)	Lovesliescrushing	xuvetyn	spotify:track:1Bq7QT2SU29sxMV7P1ZrBd
Luma (Web-Like and Crescent)	Lovesliescrushing	xuvetyn	spotify:track:3czqk9VwkyGSFfvCMSSoMQ
Golden-handed	Lovesliescrushing	xuvetyn	spotify:track:6PI7G14AzotoHEN3vbaHDu
Bones of Angels: a. Bronze Lit Feathers; b. Her Tongue Pulled Out	Lovesliescrushing	xuvetyn	spotify:track:0OTux5WJFkRePKaqiQgi3y
Ghosts That Swirl	Lovesliescrushing	xuvetyn	spotify:track:5maUr5RWB1k0CCx8NwlXIc
Mother of Pearl	Lovesliescrushing	xuvetyn	spotify:track:1WKHvdl1NrAv5ECv7nYfTT
All Around You	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5unhlswDo9Rx6bxYzv7rEL
Who?	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:25TBCjoA6c0VdQhUIgj2Ia
When Jokers Attack	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:13xqV08UUlPPdo3g8VCojL
Servo	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5K813OaJulEiQU1pWkehA9
Open Heart Surgery	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:38iHaYs3H8zwGIAJjTEIeK
If Love Is The Drug	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:50GGQMN9e17XGSs9pmOfV2
It Girl	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:20t5cDLXYYh0T6blCAXJVB
Sailor	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:285HPrQ4qCXiNBeM89Crmg
Straight Up And Down	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:1j5sl5JYVR0uTrKgnThaxi
Anenome	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:3fQm5lL6UCCbWaWfffLIsv
Wisdom	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:2pM5jmsEuzsPKEVuYZYRha
Just For Today	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:58yBF2V1nBThIFY4Wd0ZOy
Stars	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:7u4JcNHVsWMzTspJ0ed29O
Vacuum Boots	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:6Jsp7adLOVat1hfkosrfG4
Prozac vs. Heroin	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:69QfAO58IDg0cBCSsXTB02
She's Gone	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:42fKwSMMAhZDTdcqkNy6kR
Oh Lord	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5oqm3FUdA9JPMp56ll0V91
Nailing Honey To The Bee	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:1d6jEJAociXRKIHHTvM375
That Girl Suicide	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5WJ9WoU4GC1ck4HrDbsuKX
Nevertheless	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:0JWpDK6Rh67k2HNIC8InjV
Evergreen	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5G2PIlvyCVlpP9mmOTUz0K
Starcleaner	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:4MTkDYcQtbG9O3eeHNJo6K
Let Me Stand Next To Your Flower	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:2bfRa7fo3CLOxZNQJ9nPW2
Hide And Seek - Live	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:7BwnHbnfnQVghTThneG9Rg
In My Life	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:0mcO8C5ixswUReaDqEiXqz
Mary Please	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:3a2faQCzYI5dfT3i3dBBsp
Talk - Action = Shit	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:4Lhi1FYxz7lnorivZwYHBL
This Is Why You Love Me	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:60gcKN2ZwYKXC6EiU6KFTr
Swallowtail - Live	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:7EihgDpXXMy9iRdTCHf4AT
Feel So Good	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:6G5pdFHVz2IZ4OXZbq1Yzb
Fucker	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:3ZV5k41myh0SJwblXFwgbR
#1 Hit Jam	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5xtmxUMqYHOpEb9gYjaf3i
Ballad Of Jim Jones	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:1PkWMQdt1m9DX89fAEnCZp
Free And Easy Take 2	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5iFbemzErWJE3M8iueaBbS
Stolen	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:540ANamzDqSpmfJIHxFXDc
Mansion In The Sky	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5MXpYVze9772Y4sdamcQ40
Sue	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:7aA3bFvQVxQVkZmEVxIPiz
Time Is Honey (So Cut The Shit) - Bonus Track	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:5OqqkaWedIzbNWGNhVqPXs
Teleflows vs. Amplification - Bonus Track	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:0zDO5v3T8FaVOQ2ytHP0hC
God Is My Girlfriend - Bonus Track	The Brian Jonestown Massacre	Tepid Peppermint Wonderland - A Retrospective	spotify:track:7qoaTXbKhJkE5hVZMiu97j
Evergreen	The Brian Jonestown Massacre	Methodrone	spotify:track:4lfvvWKfZrC0VZcxOCp521
Wisdom	The Brian Jonestown Massacre	Methodrone	spotify:track:2OK8gN4OGfHg4K0fwTyq7A
Crushed	The Brian Jonestown Massacre	Methodrone	spotify:track:2jGTON8NGfyJMPwUFL9UzG
That Girl Suicide	The Brian Jonestown Massacre	Methodrone	spotify:track:6bccV5PtAwtFzR8J7qlw1j
Wasted	The Brian Jonestown Massacre	Methodrone	spotify:track:7jYwJsJCQR19VkPlfoXhrh
Everyone Says	The Brian Jonestown Massacre	Methodrone	spotify:track:3W5YR5kRY2ZZOXhsKg5dOV
Short Wave	The Brian Jonestown Massacre	Methodrone	spotify:track:0mdg8vckcxd6zNDrasHRtK
She Made Me	The Brian Jonestown Massacre	Methodrone	spotify:track:1n2LBrEbAJNN5RzKsfkjNI
Hyperventilation	The Brian Jonestown Massacre	Methodrone	spotify:track:3kzEz69aSfbjeig6M73rGh
Records	The Brian Jonestown Massacre	Methodrone	spotify:track:53XQYQYwRhisa6UxLzjaFB
I Love You	The Brian Jonestown Massacre	Methodrone	spotify:track:5NYFMADkbAUUiOj1Unqrwo
End Of The Day	The Brian Jonestown Massacre	Methodrone	spotify:track:0IUkQymxMZ8wp9bgXbkypQ
Outback	The Brian Jonestown Massacre	Methodrone	spotify:track:3zwTdLZmzyugotDAfPk3Mp
She's Gone	The Brian Jonestown Massacre	Methodrone	spotify:track:2Rr8BO9G5SEJSWGPVNQnR7
In India You - Bonus Track	The Brian Jonestown Massacre	Methodrone	spotify:track:4O4SskTG5irmNF3ztmT5UV
Unlisted	The Brian Jonestown Massacre	Methodrone	spotify:track:4WJbVbsqEmYBhqq5jBIpHA

shazamed
Under the Big Black Sun	X	Under The Big Black Sun	spotify:track:2KcFsP8sv82pLY740WSUkg
The Well and the Lighthouse	Arcade Fire	Neon Bible	spotify:track:048buHnzMSZmqbyzr4ZpaL
Turn Me On	Kevin Lyttle	Turn Me On (Online Music)	spotify:track:0RmXtDH1cBMGImRrmn5xL6
Buses Splash With Rain	Frankie Cosmos	Zentropy	spotify:track:0vEKnUAsPfA8ykKa7zvgiD
Someday, Someway - Remastered	Marshall Crenshaw	Marshall Crenshaw (Deluxe)	spotify:track:01wZPk1D0Ar9AnUtAY01yl
Pick It Up	KRS-One	Maximum Strength 2008	spotify:track:0OMtq0O4enxcray0zB7cyY
Overexposure	Sick Of Sarah	2205	spotify:track:4am2Op9j0txtiOiSP9W47J
A Second Home	Repeater	Iron Flowers	spotify:track:17axFEWgszHGQGSERwU2lz
Milwaukee	The Both	The Both	spotify:track:2VL6PCrcWgJfqxruAWCXnY
I Won't Let You Down	OK Go	Hungry Ghosts	spotify:track:2xHlwGuBr9RXu8nlawDUka
Run	The Maine	Forever Halloween (Deluxe Version)	spotify:track:2TQ9zZwI2wRwWfIgwSCnp5
The Difference	The Wallflowers	Bringing Down The Horse	spotify:track:68fU62xt4ppqqihSBQO43H
Waterloo	ABBA	Waterloo	spotify:track:0RzhMHIsFMbOGh0oWDvNNK
Unlikely Hero	The Hoosiers	The Illusion Of Safety	spotify:track:3xScECldVmMzdpnclehrQU
I'm Gonna Make It Better	She & Him	Volume Two	spotify:track:4iUUV6QdrfVbFbKGeS1X9Z
Kangaroo Court	Capital Cities	In A Tidal Wave Of Mystery (Deluxe Edition)	spotify:track:1leXuBiWQMgbvOIIedqbLB
50 Ways to Say Goodbye	Train	California 37	spotify:track:2NniAhAtkRACaMeYt48xlD
The Competition	Kimya Dawson	Remember That I Love You	spotify:track:6ya5wi2GGW0sjVdrf3D873
In The Mouth A Desert	Pavement	Slanted & Enchanted	spotify:track:4sxIeAOLwvwp1Twg6OLPkD
Only In Dreams	Weezer	Weezer	spotify:track:3DkHNCA4QRBQgTzF2T18hm
Black Cat	Broadcast	Tender Buttons	spotify:track:2u24s40bXEMu896fEs1L9L
Stomp!	The Brothers Johnson	Light Up The Night	spotify:track:6VZdUa8JjaGF2LGsiRG9lC
Too Shy	Kajagoogoo	White Feathers	spotify:track:6WEBIVqiEsevfgJefTyuQQ
Too Shy - Extended Version	Kajagoogoo	The Very Best Of Kajagoogoo	spotify:track:3ePc9YMjz2xPMpHosrG9t5
Didn't Fix Me	Dawes	Good Luck With Whatever	spotify:track:4pqcb6b9PoBnK3HSt4tIeo
Hate in Me	Moss Icon	Complete Discography	spotify:track:2LeLrbxNEIV3Qj7igrRdqt
One Last Wish	One Last Wish	1986	spotify:track:6keT25WOyIMSyqlQPCCyHw
reindeer games	Oso Oso	the yunahon mixtape	spotify:track:5sqQpQ3WUEGYimbHvAi2o2
Rose of Sharon	Title Fight	Hyperview	spotify:track:2kSffFiuuEcczXi6VMzrNQ
Casual Discussion in a Dome Between Two Temples	Algernon Cadwallader	Some Kind of Cadwallader	spotify:track:2wAVaUtp3bSg94qB8GeW7N
Hey Kids	Molina, Late Verlane	Hey Kids	spotify:track:5poS8LyxohSACjuIZ61EyS
As I Lay Me Down	Sophie B. Hawkins	Whaler	spotify:track:6S8ZXzeXsfCj8qi9179McI

RnB
All For You	Janet Jackson	All For You	spotify:track:5X8kkUaUlAyAUr9TYqDFTH
No Scrubs	TLC	Fanmail	spotify:track:1KGi9sZVMeszgZOWivFpxs
Together Again	Janet Jackson	The Velvet Rope	spotify:track:1GrikfH0jDejDvrxo84n4P
Miss Independent	Ne-Yo	Year Of The Gentleman (Bonus Track Edition)	spotify:track:34ceTg8ChN5HjrqiIYCn9Q
U Remind Me	Usher	8701	spotify:track:2QsZVnbWVSjKMXK6K3uRBL
Ride Wit Me	Nelly, City Spud	Country Grammar	spotify:track:3Gf5nttwcX9aaSQXRWidEZ
Family Affair	Mary J. Blige	No More Drama	spotify:track:3aw9iWUQ3VrPQltgwvN9Xu
D.'s Car Jam / Anxious Mo-Fo	Minutemen	Double Nickels on the Dime	spotify:track:7uZoHcTmsCn73ed2NedThJ
Theatre Is the Life of You	Minutemen	Double Nickels on the Dime	spotify:track:7l5kOMmACRRDCz2fmGTCtV
Viet Nam	Minutemen	Double Nickels on the Dime	spotify:track:21vp1orbqySVyww9ngW44w
Cohesion	Minutemen	Double Nickels on the Dime	spotify:track:51NHmSOPGDM5zGVooMEDRm
It's Expected I'm Gone	Minutemen	Double Nickels on the Dime	spotify:track:3bbVPVAL3ulmu3kNGJ9EDF
#1 Hit Song	Minutemen	Double Nickels on the Dime	spotify:track:60nriFcKARUpnYksJkDqJR
Two Beads at the End	Minutemen	Double Nickels on the Dime	spotify:track:51MMeFinCcfpGEn8fUga0M
Do You Want New Wave or Do You Want the Truth	Minutemen	Double Nickels on the Dime	spotify:track:5anmC2NmiEOlfp5ahKxKia
Don't Look Now	Minutemen	Double Nickels on the Dime	spotify:track:2xUVQylqgrbkwUnRQyutKG
Shit from an Old Notebook	Minutemen	Double Nickels on the Dime	spotify:track:2z2qTST29C0jxdCGjlqVNE
Nature Without Man	Minutemen	Double Nickels on the Dime	spotify:track:6nT02nLUsL3Xc1LRPzlHsQ
One Reporters Opinion	Minutemen	Double Nickels on the Dime	spotify:track:60UJ75pY9YaL7qpT2KKT3h
Political Song for Michael Jackson to Sing	Minutemen	Double Nickels on the Dime	spotify:track:2hPOhalhnij5ei9Y3VBgBQ
Maybe Partying Will Help	Minutemen	Double Nickels on the Dime	spotify:track:3aXYVBh5xgdHwRbkVrYf5T
Toadies	Minutemen	Double Nickels on the Dime	spotify:track:3rlBU6SOIIDpK9UIItQvWA
Retreat	Minutemen	Double Nickels on the Dime	spotify:track:3W73708ULWFAdR5mtUaJYT
The Big Foist	Minutemen	Double Nickels on the Dime	spotify:track:1lLn8bE7aM5TSjYI1mQheE
God Bows to Math	Minutemen	Double Nickels on the Dime	spotify:track:5LkBMcncPetiP8za7XdAGy
Corona	Minutemen	Double Nickels on the Dime	spotify:track:2LUVo82IKIpCuBNSaqF0G8
The Glory of Man	Minutemen	Double Nickels on the Dime	spotify:track:7fwuT8n8FPJGseqr38zJtE
Take 5, D.	Minutemen	Double Nickels on the Dime	spotify:track:2yDjtl4TU5z77W2MfL3ejK
My Heart and the Real World	Minutemen	Double Nickels on the Dime	spotify:track:0A2C5eJzfGGnDtwRqby1LD
History Lesson Part 2	Minutemen	Double Nickels on the Dime	spotify:track:45fq6kIQtooot7WVRsXAum
You Need the Glory	Minutemen	Double Nickels on the Dime	spotify:track:2D3KQnbneZ1WI02xDal8iN
The Roar of the Masses Could Be Farts	Minutemen	Double Nickels on the Dime	spotify:track:74PzFTj0YKQhtESkU5VrfF
West Germany	Minutemen	Double Nickels on the Dime	spotify:track:3R6jsQgcGKwYHTYHtoTmU8
The Politics of Time	Minutemen	Double Nickels on the Dime	spotify:track:4X2cqABozX3BgzS7G4TmUN
Themselves	Minutemen	Double Nickels on the Dime	spotify:track:0jwiakOoVQkolSUVTnehVs
Please Don't Be Gentle with Me	Minutemen	Double Nickels on the Dime	spotify:track:3aAW52pqLhpZwZQqZocRFU
Nothing Indeed	Minutemen	Double Nickels on the Dime	spotify:track:5y41sQIB4ukaYycIvNO0Pp
No Exchange	Minutemen	Double Nickels on the Dime	spotify:track:4V83QW8mavnEKyjAhcVp20
There Ain't Shit on T.V. Tonight	Minutemen	Double Nickels on the Dime	spotify:track:64H5mnCQXLDzxTlzuisN73
This Ain't No Picnic	Minutemen	Double Nickels on the Dime	spotify:track:3Yu5i8Jwq2anl6mMcKTRge
Spillage	Minutemen	Double Nickels on the Dime	spotify:track:0aocsnZlGirqzJSbisPa15
Untitled Song for Latin America	Minutemen	Double Nickels on the Dime	spotify:track:624TuCJS0AmQEpaDUNkAnm
Jesus and Tequila	Minutemen	Double Nickels on the Dime	spotify:track:1zWKWdQLKZhAON3ZjxlOnf
June 16th	Minutemen	Double Nickels on the Dime	spotify:track:3sglxsW7n68vK0G8140SA1
Storm in My House	Minutemen	Double Nickels on the Dime	spotify:track:5nGWMBcoKyI31X1bAkEwXJ
Martin's Story	Minutemen	Double Nickels on the Dime	spotify:track:2SvYlUac45Z5gFRdJSjMNz
Dr. Wu	Minutemen	Double Nickels on the Dime	spotify:track:4GqCCrm096KlucWDhXiGYN
The World According to Nouns	Minutemen	Double Nickels on the Dime	spotify:track:07GDrCg4yZe0hmksXD3nRh
Love Dance	Minutemen	Double Nickels on the Dime	spotify:track:3FEgOe4ms9sIpxmCSqeF9d
Three Car Jam	Minutemen	Double Nickels on the Dime	spotify:track:1PfIUKoQPM0aHlqSpyR8j3

missing-post-punk
My Tulpa - Remastered 2007	Magazine	Real Life	spotify:track:5gUKP7y8zFxzId27tifnFb
Shot By Both Sides - Remastered	Magazine	Real Life	spotify:track:3aInErz06eEAbRHMnsORR2
Recoil - Remastered 2007	Magazine	Real Life	spotify:track:4a0k2rK9sWBCSv191Jeblx
Burst - Remastered 2007	Magazine	Real Life	spotify:track:0A39JjUf9DmIBTNWgSekxC
Motorcade - Remastered 2007	Magazine	Real Life	spotify:track:2YrCjoA82emnc5hSc4pnL0
The Great Beautician In The Sky - Remastered 2007	Magazine	Real Life	spotify:track:6geYAL5LpKVrmC79qQem8Z
The Light Pours Out Of Me - Remastered 2007	Magazine	Real Life	spotify:track:5fvhUWDLEpICmUCbZYda9N
Parade - Remastered 2007	Magazine	Real Life	spotify:track:2A1kSQXHK2NAETd9JNmq2I
Shot By Both Sides - Original Single Version 2007 - Remaster	Magazine	Real Life	spotify:track:663GG77Wq2Z6TJW0YgqZAt
